CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0.5,Child6.12,Child13.18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,PoundsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal
35922,57,100,14,M,U,S,1,N,0,0,0,162500,U,9,O,0,4,0.0,0.0,1,54,A,0,1,0,0,0,1,0,0,0,N,0,54,54,40,No
31512,38,100,1,S,F,M,5,Y,75,100,100,211000,W,2,E,0,4,40.0,0.79,2,88,1,0,1,0,2,0,4,0,0,0,N,0,89,89,52,No
31009,28,100,12,S,M,M,2,Y,15,100,35,64000,W,2,B,0,1,51.8,0.22,3,111,F,0,2,0,0,0,2,0,1,0,N,0,111,111,86,No
21420,45,100,5,S,F,M,4,Y,0,100,100,58000,U,4,O,2,9,39.0,0.65,3,98,1,0,0,0,1,0,2,0,0,0,N,0,228,99,63,No
12692,49,100,9,S,F,M,5,Y,0,45,100,89000,B,6,E,0,7,65.0,0.77,3,65,A,0,1,0,0,0,1,0,0,0,N,0,146,65,29,No
14105,48,100,9,S,F,M,1,Y,0,25,100,44000,U,6,O,1,10,22.0,0.61,1,108,1,0,0,0,1,0,2,0,0,0,N,0,111,111,74,No
40477,66,0,1,S,F,S,2,N,0,0,0,15000,M,4,O,0,7,107.94,1.29,6,74,A,0,3,0,0,0,3,0,0,0,N,0,112,100,88,No
32756,42,100,9,S,F,M,2,N,15,45,45,105000,W,3,O,0,9,0.0,0.92,0,88,A,0,1,0,0,0,1,0,0,0,N,0,88,88,73,No
26241,37,100,3,S,F,M,3,Y,100,100,15,100000,M,3,E,1,7,18.97,0.53,1,65,1,0,0,0,1,0,1,0,0,0,N,0,66,66,30,No
41459,33,0,1,M,F,S,1,Y,25,15,35,30000,W,3,A,0,4,133.0,1.6,4,32,A,0,3,0,0,1,2,0,0,0,Y,1,60,51,12,No
7721,71,100,6,S,F,S,1,N,15,0,35,13000,M,2,O,1,8,20.0,0.56,1,89,1,0,0,0,1,0,1,0,0,0,N,0,90,90,54,No
4493,74,100,14,S,F,M,2,N,15,0,45,108000,W,4,A,7,1,211.65,0.67,13,6,A,1,3,2,0,1,3,1,1,0,N,0,293,27,14,No
27693,66,100,14,S,F,S,1,N,0,0,0,187500,U,2,O,0,8,43.94,1.25,3,117,A,0,3,0,0,0,3,0,0,0,N,0,117,117,104,No
22564,36,100,9,S,F,M,6,Y,100,0,100,266000,M,9,E,1,2,184.97,0.74,12,5,A,1,2,0,0,0,2,0,1,0,Y,3,266,43,6,Yes
4230,71,100,14,S,F,M,4,N,45,45,45,118000,R,3,A,3,2,152.22,0.95,12,9,A,0,6,0,0,1,5,0,0,0,Y,2,265,35,8,Yes
24381,37,100,7,S,F,M,4,Y,100,100,100,153000,W,5,O,0,9,43.97,1.0,2,82,A,0,1,0,1,0,2,0,0,0,N,0,82,82,57,No
11401,48,100,13,S,F,M,4,Y,0,0,100,154000,W,7,A,1,1,172.92,1.39,9,7,A,0,3,1,0,1,3,0,0,0,N,0,205,59,46,No
23692,41,100,3,S,F,M,2,N,0,0,0,15000,M,9,O,1,6,128.47,0.8,10,96,A,0,2,0,1,0,3,0,0,0,Y,1,505,122,87,No
13117,68,100,14,S,F,M,3,N,25,0,45,129000,M,6,E,6,3,143.55,0.46,14,35,A,4,2,0,1,0,3,4,0,0,Y,5,300,35,24,No
29616,53,100,14,S,F,M,3,N,45,55,45,119000,M,9,O,0,11,38.0,1.58,1,128,A,0,1,0,0,0,1,0,0,0,N,0,128,128,103,No
4238,54,100,14,S,F,M,5,Y,0,0,0,67000,W,3,B,1,8,111.92,0.83,4,87,A,1,1,1,0,0,2,0,1,0,N,0,275,87,82,No
29161,44,100,14,S,F,M,2,Y,65,55,100,99000,W,9,B,0,8,24.95,0.75,1,89,A,0,2,0,0,0,2,0,1,0,N,0,89,89,73,No
20262,68,100,14,S,F,S,4,Y,45,100,100,5000,B,1,E,0,4,40.0,1.33,1,41,A,0,1,0,0,0,1,0,0,0,N,0,41,41,9,Yes
17574,53,100,14,S,F,M,3,Y,0,0,0,113000,U,9,O,0,9,22.0,0.92,1,110,A,0,1,0,0,0,1,0,0,0,N,0,110,110,85,No
25156,40,100,1,S,F,M,3,Y,100,100,0,137500,H,4,O,1,7,20.0,0.56,1,98,2,0,0,0,1,0,1,0,0,0,N,0,99,99,63,No
11365,57,100,14,S,F,M,3,Y,100,15,35,123000,W,4,O,2,10,55.0,0.56,3,113,1,0,0,0,1,0,1,0,0,0,Y,1,199,114,78,No
19533,38,100,5,S,M,M,2,Y,100,55,65,98000,R,3,E,0,3,79.26,0.39,6,58,A,0,4,0,1,0,5,0,0,0,N,0,124,124,109,No
30715,53,100,1,S,F,M,6,Y,100,100,100,116000,R,4,O,0,10,19.0,1.58,1,117,A,0,1,0,0,0,1,0,0,0,N,0,117,117,104,Yes
6426,58,100,14,S,F,M,2,N,45,45,45,147000,R,5,B,5,15,80.91,0.56,7,122,L,2,2,0,0,0,2,1,1,0,N,0,201,121,75,No
5841,61,100,11,S,F,S,2,Y,45,100,45,113000,W,3,O,1,6,39.0,0.81,3,100,2,0,0,0,1,0,1,0,0,0,N,0,136,101,65,No
34371,63,100,14,S,F,M,4,N,0,0,0,103000,W,2,O,0,6,0.0,0.42,0,69,A,0,1,0,0,0,1,0,0,0,N,0,69,69,57,No
40291,39,0,2,S,M,S,3,Y,15,35,35,55000,H,4,O,0,6,44.0,0.92,2,88,1,0,0,0,1,0,1,0,0,0,N,0,100,89,52,No
41991,57,0,1,S,M,M,3,Y,0,0,100,20000,W,5,E,0,3,2.0,0.03,1,29,0,2,1,0,0,0,1,0,2,0,N,0,29,29,15,No
867,65,30,5,M,F,S,1,N,0,15,35,5000,U,3,E,0,3,12.0,0.71,1,34,A,0,2,0,1,0,3,0,0,0,N,0,72,72,60,No
23291,38,100,5,M,F,S,2,U,0,0,0,42500,H,4,O,1,13,83.59,0.79,5,124,1,0,2,1,1,0,4,0,0,0,N,0,125,125,101,No
34211,42,100,5,M,F,M,2,Y,45,25,100,7000,M,4,E,0,8,27.0,0.68,2,69,0,1,1,0,0,0,1,0,1,0,N,0,70,69,29,No
17073,55,100,11,S,F,S,1,N,35,15,25,11000,U,2,O,0,11,19.0,1.58,1,126,A,0,1,0,0,0,1,0,0,0,N,0,126,126,114,No
29142,54,100,8,M,F,M,2,N,0,0,0,20000,M,2,A,0,0,48.0,0.83,3,1,A,0,2,0,0,1,1,0,0,0,N,0,138,126,78,No
28166,78,100,14,S,F,S,2,Y,100,100,100,41000,R,3,O,0,10,53.0,0.84,4,75,A,0,2,0,0,0,2,0,0,0,N,0,187,112,76,No
3350,56,100,14,S,F,M,4,N,45,0,35,86000,M,2,E,1,4,25.0,0.71,2,35,A,0,2,0,1,0,3,0,0,0,N,0,35,35,23,No
18868,44,100,13,S,F,M,3,Y,55,85,75,125000,M,4,O,0,9,29.97,0.83,2,70,2,0,0,0,2,0,2,0,0,0,N,0,73,73,47,No
29475,75,100,7,S,F,M,6,Y,100,100,100,500000,M,9,B,0,7,24.99,2.12,2,62,S,1,5,0,0,0,3,2,1,0,N,0,63,63,51,Yes
5089,71,100,12,S,F,M,1,N,0,0,0,45000,R,6,O,0,8,30.0,0.83,5,109,A,0,1,0,0,0,1,0,0,0,Y,2,182,109,85,No
22126,46,100,8,S,F,M,4,Y,65,100,75,350000,W,9,E,0,4,82.94,1.33,5,26,A,0,5,0,0,0,5,0,0,0,N,0,178,123,109,Yes
10819,53,100,14,S,F,M,5,N,0,45,45,95000,M,6,C,4,3,150.52,0.55,13,49,1,2,1,0,3,0,4,2,0,0,N,0,239,49,36,No
9964,51,100,14,S,F,M,5,Y,85,100,100,75000,M,4,O,1,10,20.0,0.56,1,91,1,0,0,0,1,0,1,0,0,0,N,0,94,94,56,No
25609,32,100,1,S,M,M,3,Y,100,35,25,120000,M,9,E,0,1,40.0,0.83,4,13,A,0,3,0,0,0,3,0,1,0,N,0,35,35,24,No
35016,52,100,10,S,M,M,3,N,45,25,35,18000,H,3,O,0,7,22.0,1.83,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,50,No
5809,73,100,11,S,F,M,3,N,0,0,0,30000,M,1,O,1,7,85.03,0.77,10,73,A,0,4,0,0,0,4,0,0,0,N,0,219,73,37,No
31839,46,100,9,S,F,M,4,Y,65,100,100,140000,W,5,O,0,8,22.0,0.92,1,77,A,0,1,0,0,0,2,0,0,0,N,0,77,77,52,No
37524,38,100,1,S,F,S,5,Y,100,100,100,47000,W,2,E,0,5,12.0,1.0,1,37,A,0,1,0,0,0,1,0,0,0,N,0,37,37,23,No
12688,74,100,12,S,M,M,2,N,15,0,35,21000,U,3,A,2,2,117.0,0.97,5,15,A,1,1,0,1,1,1,1,0,0,N,0,256,90,53,No
21332,25,100,14,S,M,M,2,N,45,55,35,171000,W,9,O,2,8,26.0,0.55,2,93,M,0,1,0,0,0,1,0,0,0,N,0,93,93,45,No
4727,58,100,9,S,F,M,1,U,0,0,0,62500,W,3,O,2,6,40.0,0.71,2,76,2,0,0,0,2,0,2,0,0,0,N,0,246,114,77,No
4158,52,100,7,S,M,M,6,Y,65,100,100,322000,W,9,O,1,15,118.88,0.79,8,132,A,0,1,0,0,0,1,0,0,0,N,0,226,132,105,No
16650,54,100,14,S,F,M,5,Y,55,15,85,312000,W,9,E,0,4,104.96,0.93,13,45,A,0,3,0,0,0,3,0,0,0,Y,2,237,74,59,No
5910,67,100,14,S,F,M,2,N,35,0,45,79000,U,1,E,0,3,87.51,0.79,6,26,A,0,2,0,1,0,3,0,0,0,N,0,132,26,13,No
29868,56,100,7,S,F,S,3,N,0,0,0,35000,W,4,O,0,7,22.0,1.14,1,70,A,0,1,0,0,0,1,0,0,0,N,0,132,70,58,No
17759,33,100,14,S,F,M,4,Y,100,100,65,88000,M,2,O,0,9,0.0,0.28,0,81,A,0,1,0,0,0,2,0,0,0,N,0,81,81,68,No
40369,45,0,1,S,F,S,1,Y,0,0,0,62500,W,6,A,1,5,168.0,1.29,11,46,3,0,4,0,1,1,3,0,1,0,N,0,62,62,49,No
31295,57,100,2,M,F,S,2,Y,45,100,25,5000,W,5,E,0,4,80.93,0.93,4,41,4,0,3,0,1,0,4,0,0,0,N,0,108,108,72,No
14333,58,100,1,S,F,M,3,U,15,0,35,178000,U,9,B,2,4,41.24,0.83,8,54,S,0,1,0,1,0,1,0,1,0,Y,6,346,102,66,No
454,31,20,1,M,M,S,2,Y,100,0,25,35000,M,3,A,0,0,277.82,1.25,6,55,0,0,4,0,0,1,2,0,0,0,N,0,71,71,18,No
3984,60,100,14,S,F,S,2,N,15,0,35,140000,U,8,E,1,7,18.97,0.53,1,68,2,0,0,1,1,0,2,0,0,0,N,0,70,70,33,No
1142,52,50,3,S,F,S,3,Y,25,35,35,14000,U,2,E,0,3,0.0,0.0,1,48,A,0,1,0,0,0,1,0,0,0,N,0,48,48,34,No
16018,49,100,14,S,F,M,5,Y,0,25,55,123000,M,4,E,0,5,199.85,0.56,2,26,A,0,2,0,0,0,2,0,0,0,N,0,222,26,13,No
17418,64,100,5,S,M,S,1,U,35,0,35,66000,R,5,O,0,8,47.0,0.87,3,113,A,0,1,0,0,0,1,0,0,0,N,0,114,113,61,No
7578,57,100,10,S,M,M,4,Y,100,35,45,50000,W,2,A,1,0,40.0,0.48,2,60,F,0,1,0,0,1,1,0,0,0,N,0,96,60,35,No
28336,48,100,7,M,F,M,3,Y,45,15,100,123000,M,3,O,0,7,45.99,1.0,3,94,A,0,3,0,0,0,3,0,0,0,N,0,94,94,70,No
4834,68,100,14,S,F,M,2,N,0,0,45,45000,U,3,E,3,3,81.0,1.14,5,38,A,0,3,0,0,0,3,0,0,0,N,0,73,73,61,No
13245,72,100,14,S,F,M,5,Y,45,45,100,83000,M,3,E,8,4,154.94,0.63,9,52,2,0,1,1,3,0,5,0,0,0,N,0,94,94,46,No
3833,71,100,14,S,M,M,4,N,25,0,45,129000,W,3,O,0,11,69.96,0.81,6,123,A,0,2,0,0,0,2,0,0,0,N,0,174,123,90,No
40535,61,0,14,S,M,M,3,Y,100,35,45,139000,W,3,E,0,3,44.0,0.92,2,33,A,0,2,0,0,0,2,0,0,0,N,0,201,33,7,No
10372,57,100,1,M,F,M,5,Y,0,15,15,72000,M,3,E,0,1,69.62,0.22,5,17,A,2,3,0,0,0,3,1,1,0,N,0,162,107,91,No
36618,32,100,6,S,F,M,4,Y,100,35,45,134000,M,5,A,0,2,32.0,0.44,3,15,F,0,3,0,0,1,2,0,1,0,N,0,47,47,34,No
22647,36,100,4,S,F,M,3,Y,100,100,45,138000,B,4,C,1,7,20.0,0.56,1,89,1,1,0,0,1,0,1,1,0,0,N,0,90,90,54,No
34083,34,100,1,S,F,S,2,Y,100,100,100,13000,W,5,E,0,7,92.91,1.11,2,71,F,0,2,0,0,0,2,0,1,0,N,0,71,71,35,No
33434,34,100,2,S,F,S,3,Y,100,100,0,87500,M,5,O,0,6,38.97,0.81,2,75,1,0,0,0,2,0,2,0,0,0,N,0,78,78,53,No
5196,72,100,14,S,F,S,2,N,0,0,35,5000,R,2,E,1,1,73.92,0.5,6,15,A,0,4,0,0,0,4,0,0,0,N,0,15,15,3,No
13947,66,100,14,S,F,M,5,Y,100,100,0,62500,M,9,A,2,0,68.97,0.39,7,13,5,1,3,0,0,1,3,0,0,0,Y,2,116,116,103,No
31827,45,100,8,S,F,M,4,Y,100,100,100,500000,W,9,E,0,5,0.0,1.39,0,48,A,0,2,0,0,0,3,0,0,0,N,0,86,86,73,Yes
40270,40,0,6,S,F,S,3,Y,100,100,0,35000,U,4,O,1,7,20.0,0.56,1,88,2,0,0,0,1,0,2,0,0,0,N,0,90,90,54,No
26194,31,100,5,S,F,M,5,Y,100,75,65,16000,W,2,A,0,0,17.0,0.22,3,15,F,0,2,0,0,1,1,0,2,0,N,0,23,23,11,No
21914,30,100,14,S,M,M,5,N,25,15,35,162000,W,4,O,1,9,39.0,0.61,3,108,A,0,1,0,0,0,1,0,0,0,N,0,196,108,71,No
30520,70,100,4,S,F,M,3,Y,25,100,100,107000,R,9,O,1,10,19.0,0.53,1,118,2,0,0,0,1,0,1,0,0,0,N,0,119,119,83,No
18630,47,100,4,S,F,M,4,Y,100,100,45,43000,B,3,E,0,4,22.0,0.5,1,46,6,1,0,0,1,0,1,1,0,0,N,0,51,51,23,No
18739,52,100,4,S,F,S,1,U,45,15,15,5000,W,3,E,0,9,125.82,1.21,3,72,A,0,3,0,0,0,2,0,1,0,N,0,72,72,37,No
41520,39,0,5,M,F,S,4,Y,100,100,0,45000,H,2,E,0,0,28.0,0.67,2,27,F,0,1,0,0,0,1,0,1,0,N,0,34,27,8,No
3633,63,100,14,S,F,M,2,N,35,0,45,151000,R,8,E,1,7,47.76,0.53,3,68,1,0,0,0,1,0,1,0,0,0,N,0,163,69,33,No
5578,66,100,5,S,F,M,2,U,15,0,35,47000,R,2,E,2,5,70.63,0.55,6,35,A,0,2,0,1,0,3,0,0,0,Y,1,198,35,31,No
21727,44,100,12,S,F,M,4,Y,65,100,100,209000,H,6,A,2,1,56.97,0.62,6,8,A,0,2,0,1,1,3,0,0,0,N,0,206,108,71,No
15773,59,100,14,S,F,M,3,N,25,0,35,188000,U,3,E,0,5,7.0,0.0,2,41,A,0,1,0,0,0,1,0,0,0,N,0,324,41,27,No
35407,51,100,3,M,M,S,5,Y,25,100,100,53000,W,2,E,0,3,66.0,1.83,1,60,A,0,1,0,0,0,1,0,0,0,N,0,60,60,24,No
40807,48,0,1,S,F,M,4,Y,65,100,100,90000,B,1,B,2,4,100.0,1.07,5,36,S,0,1,0,2,0,2,0,1,0,N,0,113,113,76,No
16953,48,100,14,M,F,M,3,Y,65,35,100,85000,M,2,O,0,12,50.0,0.79,1,125,A,0,1,0,0,0,1,0,0,0,N,0,125,125,62,No
17662,61,100,1,S,F,M,3,Y,45,0,100,55000,W,2,O,0,10,9.5,0.79,1,107,1,0,0,0,1,0,1,0,0,0,N,0,108,108,95,No
23872,43,100,9,S,M,M,5,Y,0,65,45,60000,W,3,O,1,9,66.92,0.67,3,78,1,0,0,0,1,0,1,0,0,0,N,0,172,79,42,No
13443,60,100,5,S,M,M,2,N,25,15,25,131000,M,5,B,3,9,76.54,0.0,6,61,A,2,1,1,0,0,1,2,1,0,N,0,276,61,49,No
448,43,20,4,M,M,M,3,Y,0,0,75,15000,M,8,B,0,7,164.85,1.54,3,78,S,0,4,0,0,0,3,0,1,0,N,0,78,78,41,No
6892,49,100,6,S,F,S,3,Y,65,100,100,114000,U,9,O,0,6,36.94,1.58,3,120,A,0,3,0,0,0,4,0,0,0,N,0,120,120,107,Yes
9620,49,100,9,S,F,S,3,Y,65,100,15,32000,M,4,C,0,10,66.96,0.92,4,92,A,1,2,0,0,0,2,1,0,0,N,0,103,92,55,No
18972,46,100,6,M,F,M,2,N,35,35,35,17000,W,2,O,0,10,35.0,1.0,2,70,L,0,1,0,0,0,1,0,0,0,N,0,71,69,36,No
609,24,20,1,M,F,S,2,Y,100,15,15,27000,U,3,E,0,5,42.0,1.17,1,52,A,0,1,0,0,0,1,0,0,0,N,0,52,52,15,No
32165,43,100,14,S,F,M,2,Y,100,100,100,141000,W,2,O,0,6,0.0,0.92,0,100,A,0,1,0,0,0,1,0,0,0,N,0,100,100,85,No
12156,78,100,14,S,F,M,5,Y,0,0,100,66000,R,6,A,6,2,119.98,0.44,11,1,A,2,2,0,2,2,3,1,0,0,N,0,149,32,6,No
8061,50,100,4,S,F,M,3,N,15,25,35,60000,M,2,E,2,8,35.94,0.44,2,78,1,0,1,0,1,0,2,0,0,0,N,0,78,78,42,No
14837,54,100,14,S,F,M,3,N,45,55,15,83000,W,1,O,1,8,20.0,0.56,1,83,1,0,0,0,1,0,1,0,0,0,N,0,84,84,47,No
28164,46,100,14,M,M,M,6,N,35,0,45,108000,W,7,E,0,9,63.97,0.88,3,78,A,1,1,0,0,0,1,0,1,0,N,0,89,78,13,No
12643,79,100,5,M,F,M,1,N,0,0,0,112500,M,1,O,2,6,35.97,0.6,2,80,3,0,0,0,2,0,2,0,0,0,N,0,132,132,106,No
41550,25,0,1,S,F,S,2,Y,100,55,25,37000,M,1,E,0,0,17.4,0.32,4,22,F,0,3,0,0,0,3,0,1,0,N,0,56,22,9,No
23007,37,100,1,S,F,M,1,Y,100,100,100,81000,M,2,O,0,5,51.98,0.6,4,50,A,0,3,0,0,0,4,0,0,0,N,0,133,50,37,No
9681,48,100,14,S,F,M,5,Y,65,100,100,206000,M,8,O,2,8,33.0,0.92,2,78,A,0,1,0,0,0,1,0,0,0,N,0,262,78,61,No
37276,71,100,12,S,F,S,3,N,0,25,45,77000,W,2,E,0,4,0.0,0.56,0,40,A,0,1,0,0,0,1,0,0,0,N,0,40,40,25,No
34634,60,100,14,S,F,S,5,Y,35,100,100,49000,W,2,E,0,6,131.88,1.37,3,62,A,0,3,0,0,0,3,0,0,0,N,0,62,62,13,Yes
27567,59,100,14,S,F,M,1,N,15,15,15,71000,W,6,A,4,2,291.94,1.23,14,6,A,1,3,0,3,3,3,1,0,0,N,0,256,102,66,No
17241,44,100,6,S,F,S,4,Y,25,65,100,32000,M,5,O,0,8,67.0,0.93,3,61,A,0,1,0,0,0,1,0,0,0,N,0,123,61,37,No
2890,52,100,14,S,M,M,2,N,45,25,55,74000,W,2,E,7,0,87.97,0.4,8,24,A,2,0,0,1,0,2,1,0,0,N,0,336,138,113,No
31644,38,100,13,S,F,M,2,Y,65,100,0,172000,M,8,O,0,3,9.9,0.45,2,58,A,0,2,0,0,0,3,0,0,0,N,0,58,58,45,No
38480,30,100,8,S,F,M,2,Y,100,35,15,114000,H,4,E,0,2,0.0,0.0,2,16,A,0,2,0,0,0,3,0,0,0,N,0,21,21,7,No
1349,37,50,12,S,F,S,3,U,35,25,15,7000,U,4,E,0,5,39.0,1.14,2,35,A,0,2,0,0,0,2,0,0,0,N,0,35,35,13,No
4799,48,100,12,S,F,M,5,Y,100,65,65,60000,W,4,E,3,2,59.97,0.55,4,5,A,0,1,2,1,0,4,0,0,0,N,0,111,111,75,No
25273,28,100,14,S,F,M,6,Y,15,100,25,191000,U,9,O,1,7,20.0,0.56,1,95,1,0,0,0,1,0,1,0,0,0,N,0,96,96,59,No
31341,66,100,6,M,F,M,2,N,0,0,15,25000,U,2,E,0,3,39.97,1.18,3,53,A,0,2,0,0,0,2,0,0,0,N,0,53,53,28,No
855,51,30,1,M,F,S,2,Y,0,100,15,30000,W,1,A,0,1,141.2,0.76,11,3,A,0,3,0,1,1,4,0,0,0,Y,4,35,35,27,No
32093,53,100,5,S,F,M,4,Y,15,0,100,340000,M,9,O,0,9,24.0,1.0,1,99,A,0,1,0,0,0,1,0,0,0,N,0,99,99,75,No
24255,34,100,5,S,F,M,4,Y,100,100,100,109000,W,2,O,1,7,32.0,0.67,3,117,3,0,1,0,1,0,3,0,0,0,Y,1,111,111,75,No
40192,33,0,2,S,F,M,2,U,15,15,45,23000,U,5,O,1,8,41.4,0.84,2,62,A,0,1,0,0,0,1,0,0,0,N,0,123,62,38,No
16249,65,100,14,S,F,M,1,N,25,0,35,16000,W,2,E,0,4,27.0,0.65,3,34,A,0,1,0,0,0,1,0,0,0,N,0,213,34,16,No
27477,47,100,10,S,F,M,2,N,45,65,35,500000,W,9,E,0,5,60.0,1.43,3,50,A,0,3,0,0,0,3,0,0,0,N,0,119,119,107,No
7411,50,100,1,S,F,M,4,Y,100,0,100,73000,W,3,O,1,6,20.0,0.56,1,101,1,0,0,0,1,0,1,0,0,0,N,0,102,102,65,No
37390,40,100,14,S,F,M,5,N,0,0,0,37000,W,8,E,0,4,0.0,0.56,0,38,A,0,1,0,0,0,1,0,0,0,N,0,38,38,25,No
837,68,30,3,S,F,S,1,Y,25,15,25,28000,R,2,E,0,5,158.95,1.32,5,32,A,0,2,0,0,0,2,0,0,0,N,0,102,49,34,No
27429,49,100,10,S,F,M,1,N,15,15,15,35000,W,4,E,0,5,150.83,1.18,7,35,A,1,2,0,0,0,2,1,0,0,N,0,198,35,15,No
20466,48,100,1,S,F,M,3,Y,35,25,45,48000,M,9,E,0,5,0.0,0.0,1,36,A,0,1,0,0,0,1,0,0,0,N,0,36,36,22,No
6688,51,100,5,S,F,M,3,Y,45,75,75,130000,M,2,O,0,12,101.89,1.03,4,123,A,0,2,0,1,0,3,0,0,0,N,0,129,129,116,No
26359,37,100,3,S,F,S,2,Y,100,100,75,42500,U,3,E,1,4,18.97,0.53,1,59,1,0,0,0,1,0,1,0,0,0,N,0,60,60,23,No
38353,47,100,9,S,F,M,1,Y,15,35,25,48000,H,3,E,0,4,0.0,0.0,1,26,A,0,1,0,0,0,1,0,0,0,N,0,26,26,12,No
11197,56,100,14,S,F,S,2,N,45,45,35,111000,M,5,O,2,9,42.5,0.42,2,83,1,0,0,0,1,0,1,0,0,0,N,0,203,83,71,No
22673,41,100,14,S,F,M,2,Y,75,75,100,145000,H,4,A,0,1,68.97,0.56,5,8,1,0,2,0,3,1,4,0,0,1,N,0,102,34,19,No
7566,65,100,14,S,M,M,3,N,15,0,35,25000,R,3,O,3,9,43.0,0.52,3,89,1,0,1,0,1,0,2,0,0,0,N,0,96,94,48,No
9440,49,100,9,S,F,M,3,Y,0,65,45,122000,U,6,O,0,11,140.93,0.79,11,123,A,0,2,0,0,0,2,0,0,0,N,0,261,123,97,No
29607,72,100,14,S,F,M,3,N,25,0,35,60000,U,2,O,0,11,19.0,0.79,1,128,A,0,1,0,0,0,1,0,0,0,N,0,128,128,103,No
29705,48,100,10,S,F,S,3,Y,0,100,100,22000,W,3,A,0,1,19.0,0.98,1,14,G,0,2,0,0,1,1,0,0,0,N,0,126,126,113,No
8769,71,100,14,S,F,M,5,N,45,55,35,216000,R,9,C,1,12,121.0,0.8,13,126,A,1,1,0,0,0,1,1,0,0,N,0,445,126,84,No
28739,52,100,2,S,F,M,3,N,25,0,45,54000,W,1,E,0,3,213.33,2.57,12,35,A,0,2,0,0,0,2,0,0,0,N,0,35,35,22,No
33590,52,100,6,S,F,S,1,N,15,0,45,57000,B,3,B,0,6,24.0,0.8,2,74,1,1,0,0,2,0,2,0,1,0,N,0,75,75,64,No
34682,43,100,6,S,F,M,4,Y,35,75,100,117000,B,3,E,0,9,113.94,1.58,2,65,A,0,2,0,0,0,2,0,0,0,N,0,65,65,29,Yes
9097,56,100,14,S,M,M,3,Y,45,35,100,19000,W,2,O,1,15,69.95,0.79,5,124,A,0,2,0,0,0,2,0,0,0,N,0,288,124,94,No
40912,55,0,14,S,F,S,1,Y,45,45,100,61000,W,3,E,0,5,66.0,1.83,1,48,A,0,1,0,0,0,2,0,0,0,N,0,48,48,11,No
31430,43,100,8,S,F,M,2,Y,0,100,75,187500,W,6,B,0,9,34.0,1.12,2,75,A,0,2,0,1,0,2,0,1,0,N,0,105,105,80,No
12663,50,100,1,S,F,M,2,Y,0,0,75,62500,W,4,E,1,3,70.0,0.77,4,28,A,0,1,0,0,0,1,0,0,0,N,0,131,28,10,No
28785,57,100,14,S,F,M,3,Y,45,65,100,140000,W,8,O,0,7,77.81,0.81,8,65,A,0,2,0,0,0,2,0,0,0,Y,6,147,65,49,No
25521,35,100,10,S,F,M,3,Y,100,65,65,136000,B,3,E,1,5,111.97,0.83,8,36,A,0,3,0,2,0,5,0,0,0,N,0,130,48,34,No
7461,72,100,14,S,F,M,3,N,45,45,35,51000,R,2,A,5,2,128.81,0.53,11,11,A,1,2,0,1,1,3,0,0,0,N,0,72,72,36,No
39652,56,0,1,S,F,S,2,N,0,0,35,5000,M,2,O,0,6,14.97,1.25,1,93,A,0,1,0,0,0,1,0,0,0,N,0,93,93,80,No
17519,66,100,1,S,F,M,3,Y,35,0,35,105000,W,7,A,0,2,92.0,1.28,4,2,A,0,2,0,0,1,1,0,0,0,N,0,38,38,12,No
36384,49,100,1,S,F,S,2,Y,25,25,45,87000,W,9,E,0,4,27.0,0.47,2,49,A,0,2,0,0,0,2,0,0,0,N,0,49,49,24,No
16345,60,100,8,S,F,S,1,Y,0,100,0,62500,W,3,O,0,6,48.99,0.75,4,94,A,0,3,0,0,0,4,0,0,0,N,0,112,112,88,No
13939,57,100,13,S,F,M,2,Y,0,100,0,56000,W,3,O,1,3,42.0,0.58,3,56,A,0,1,0,0,0,1,0,0,0,N,0,116,56,42,No
5211,53,100,14,S,F,M,2,U,45,45,65,166000,W,8,O,1,8,57.9,0.56,3,98,2,0,0,0,1,0,1,0,0,0,N,0,177,99,63,No
8151,79,100,14,S,F,M,3,N,35,0,35,58000,R,3,E,1,1,6.0,0.11,2,15,A,1,1,0,0,0,2,0,0,0,N,0,47,47,33,No
12834,75,100,7,S,F,M,2,N,45,45,45,86000,H,6,E,4,4,312.82,1.95,19,37,A,0,4,0,0,0,4,0,0,0,N,0,231,110,63,No
32967,59,100,14,S,F,M,6,Y,0,0,100,135000,W,3,O,0,10,20.0,1.11,2,85,A,0,2,0,0,0,2,0,0,0,N,0,85,85,76,No
4655,52,100,11,S,F,M,3,U,45,35,45,5000,W,2,E,4,5,124.94,0.71,7,36,A,0,2,0,1,0,3,0,0,0,N,0,72,36,11,No
35209,31,100,1,S,F,S,4,Y,0,100,100,87500,H,4,O,0,5,0.0,0.83,0,61,1,0,0,0,1,0,1,0,0,0,N,0,61,49,37,No
