CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0.5,Child6.12,Child13.18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,PoundsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal,StudentID
11685,57,100,14,S,F,M,4,N,45,65,45,198000,W,9,A,1,0,211,1.37,14,22,A,0,3,0,0,1,2,0,0,0,N,0,133,133,109,No,2417549
16532,60,100,6,S,F,S,5,Y,100,100,45,75000,W,4,O,0,11,35.97,0.71,3,123,A,0,2,0,0,0,2,0,0,0,N,0,305,134,110,No,2417549
36293,35,100,3,M,F,M,5,Y,45,15,25,71000,W,3,E,0,5,0,0,2,32,A,0,2,0,0,0,2,0,0,0,N,0,50,50,38,No,2417549
13653,70,100,14,S,F,M,3,N,35,0,35,35000,M,3,E,3,4,52.26,0.53,3,58,1,1,0,0,1,0,1,0,1,0,N,0,276,60,23,No,2417549
30910,35,100,10,S,F,M,4,Y,100,100,100,109000,M,8,B,0,9,22,0.71,1,106,F,0,1,0,1,0,1,0,2,0,N,0,112,112,81,No,2417549
19483,30,100,9,S,F,S,6,Y,0,0,0,94000,U,2,E,0,4,60,0.96,2,52,A,0,1,1,0,0,2,0,0,0,N,0,59,59,10,No,2417549
373,40,20,1,M,F,S,1,Y,0,0,0,87500,U,3,O,0,6,0,0.88,0,102,1,0,0,0,1,0,1,0,0,0,N,0,123,103,85,No,2417549
1320,49,50,13,S,F,S,3,Y,65,75,85,9000,U,3,E,0,5,12,0.5,2,44,A,0,2,0,0,0,2,0,0,0,N,0,44,44,30,No,2417549
12283,52,100,12,S,M,M,3,U,25,0,45,87000,W,6,E,1,5,58.46,0.43,4,46,2,0,0,0,1,0,1,0,0,0,N,0,292,48,11,Yes,2417549
19250,61,100,3,S,F,S,4,Y,100,100,15,17000,W,3,O,0,4,27,0.59,2,62,0,0,0,0,2,0,2,0,0,0,N,0,63,52,40,No,2417549
34890,48,100,6,S,F,S,3,Y,100,100,0,30000,M,4,O,0,7,0,0,1,63,A,0,1,0,0,0,1,0,0,0,N,0,63,63,44,No,2417549
24141,38,100,14,S,F,M,3,Y,100,100,100,149000,W,5,E,1,0,92.97,0.63,6,5,A,0,2,0,1,0,3,0,1,0,N,0,114,114,78,No,2417549
36257,42,100,8,S,F,M,4,Y,100,100,65,98000,H,3,A,0,4,114,1.58,2,32,A,0,2,0,0,1,1,0,0,0,N,0,50,50,13,No,2417549
37698,35,100,4,M,F,S,1,N,0,0,45,5000,W,9,E,0,3,1.5,0.12,1,35,A,0,1,0,0,0,1,0,0,0,N,0,35,35,21,No,2417549
7183,56,100,14,S,F,M,6,N,15,0,35,23000,B,3,A,0,1,20,0.88,2,3,4,0,1,0,1,1,1,0,0,0,N,0,100,78,61,No,2417549
12109,60,100,14,S,F,M,2,Y,45,65,45,38000,M,5,E,2,0,102,0.61,7,18,A,0,4,0,0,0,4,0,0,0,N,0,159,18,4,No,2417549
33708,67,100,6,S,F,M,2,N,35,0,35,204000,M,4,E,0,5,0,0.68,0,31,A,0,1,0,0,0,1,0,0,0,N,0,76,31,13,No,2417549
20214,57,100,5,S,F,M,2,U,25,0,45,69000,U,1,E,0,5,0,0,1,42,A,0,1,0,0,0,1,0,0,0,N,0,42,42,29,No,2417549
11162,78,100,9,S,F,M,2,N,15,0,35,19000,H,2,E,1,4,27.96,0.41,2,36,A,1,3,0,0,0,3,1,0,0,N,0,36,36,23,No,2417549
39790,45,0,9,S,F,S,1,Y,75,100,45,63000,M,9,O,0,8,22,0.92,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,38,No,2417549
21377,43,100,8,S,F,M,6,Y,0,75,100,126000,M,3,E,1,1,28,0,3,22,A,0,2,0,0,0,2,0,0,0,N,0,250,22,9,Yes,2417549
28272,51,100,14,S,F,M,4,Y,45,100,45,138000,W,3,A,0,0,0,0.92,0,3,A,0,2,0,0,1,1,0,0,0,N,0,181,77,23,No,2417549
18003,63,100,2,M,M,M,2,N,0,0,0,250000,W,3,O,0,9,24,1,1,100,A,0,1,0,0,0,1,0,0,0,N,0,100,100,76,No,2417549
17174,45,100,14,S,F,M,3,Y,15,15,45,101000,U,3,E,0,4,73.5,0.97,4,39,A,0,3,0,0,0,3,0,0,0,N,0,123,39,15,No,2417549
19183,76,100,10,S,F,S,1,N,0,0,0,62500,M,2,O,0,6,0,0.56,0,65,A,0,1,0,0,0,1,0,0,0,N,0,65,65,49,No,2417549
21281,46,100,14,S,F,M,6,Y,100,100,100,149000,B,4,B,1,6,20,0.56,1,113,2,1,0,0,1,0,1,0,1,0,N,0,114,114,78,No,2417549
37393,52,100,6,S,F,M,6,Y,25,0,100,133000,W,4,E,0,5,0,0.56,0,37,1,0,0,0,1,0,1,0,0,0,N,0,38,38,25,No,2417549
23255,35,100,13,S,F,M,3,Y,100,100,65,115000,W,2,E,1,0,30.97,0.49,3,13,A,0,3,0,0,0,3,0,0,0,N,0,124,124,77,No,2417549
8614,69,100,4,S,M,S,1,N,15,0,35,68000,R,5,E,1,5,16,0.67,2,36,5,0,0,0,1,0,1,0,0,0,N,0,36,26,10,No,2417549
1370,27,50,14,S,F,S,3,Y,15,0,35,20000,U,2,E,0,3,0,0,1,36,A,0,1,0,0,0,1,0,0,0,N,0,36,36,22,No,2417549
23089,38,100,5,S,F,M,4,Y,25,75,45,22000,W,4,B,1,10,59.95,0.3,2,107,0,2,0,0,1,0,1,0,2,0,N,0,111,111,73,No,2417549
22000,44,100,14,S,F,S,5,Y,100,55,100,20000,M,2,A,0,1,34.97,0.95,3,1,A,0,2,1,0,1,2,0,0,0,N,0,74,74,54,No,2417549
34015,52,100,5,S,F,M,1,N,55,55,45,30000,W,2,O,0,10,0,1,0,71,1,0,0,0,1,0,1,0,0,0,N,0,73,73,61,No,2417549
3205,68,100,14,S,M,M,2,N,45,45,45,33000,U,3,O,1,11,96,0.79,4,126,A,0,2,0,0,0,2,0,0,0,N,0,174,126,101,No,2417549
42047,24,0,2,S,F,S,4,Y,0,0,0,20000,U,4,E,0,1,0,0.5,0,22,A,0,1,0,0,0,1,0,0,0,N,0,22,22,9,No,2417549
5956,77,100,1,M,F,S,2,N,25,0,25,106000,U,8,O,1,8,34,0.71,1,94,1,0,0,0,1,0,1,0,0,0,N,0,127,95,59,No,2417549
18589,67,100,6,S,F,M,3,Y,15,0,35,37000,M,4,O,0,6,0,0.6,0,61,A,0,1,0,0,0,1,0,0,0,N,0,78,61,49,No,2417549
40433,30,0,4,S,F,M,2,Y,100,35,35,325000,H,2,A,1,1,8,0.34,3,1,A,0,3,0,0,1,3,0,0,0,N,0,52,24,11,No,2417549
1493,40,60,2,S,F,S,2,Y,100,15,25,23000,U,2,E,0,3,31,0.57,2,38,A,0,1,0,0,0,2,0,0,0,N,0,60,38,24,No,2417549
14986,52,100,14,S,F,M,6,Y,45,100,100,379000,H,9,B,1,10,191.84,1.43,6,90,A,1,4,0,0,0,3,1,1,0,N,0,199,145,94,Yes,2417549
17118,52,100,1,S,M,S,5,Y,65,100,100,175000,W,9,O,0,13,19,1.58,1,129,A,0,1,0,0,0,1,0,0,0,N,0,129,129,115,Yes,2417549
20372,60,100,1,S,F,M,2,N,25,0,45,5000,B,9,E,0,4,0,0,1,38,A,0,1,0,0,0,1,0,0,0,N,0,38,38,24,No,2417549
41313,58,0,1,M,F,S,3,Y,0,0,0,20000,U,1,E,0,3,20,0.29,1,42,0,1,1,0,0,0,1,0,1,0,N,0,67,42,5,No,2417549
11939,52,100,9,S,F,S,1,U,0,0,45,23000,W,3,O,1,8,41,0.61,2,107,2,0,0,0,1,0,1,0,0,0,N,0,168,108,71,No,2417549
34360,33,100,8,S,M,S,3,Y,45,65,35,104000,W,5,O,0,4,31.99,1.07,2,58,A,0,2,0,0,0,2,0,0,0,N,0,69,69,45,No,2417549
26910,56,100,14,S,F,M,5,Y,55,55,35,85000,W,5,E,0,0,6,0.24,1,24,0,1,1,0,0,0,1,1,0,0,N,0,24,24,11,No,2417549
31730,40,100,14,S,F,S,2,Y,100,75,100,144000,M,9,O,0,6,24,1,1,98,A,0,1,0,0,0,2,0,0,0,N,0,98,98,74,No,2417549
34726,44,100,11,S,F,M,3,Y,45,65,45,33000,W,2,E,0,7,20,0.56,1,61,4,0,0,0,1,0,1,0,0,0,N,0,64,64,27,No,2417549
28967,63,100,4,S,F,S,2,N,15,15,35,69000,W,4,E,0,3,18.97,0.6,1,59,A,0,2,0,0,0,2,0,0,0,N,0,125,125,109,No,2417549
6173,69,100,1,S,F,M,3,Y,65,0,100,112000,W,3,E,1,3,64.97,0.53,4,47,1,1,1,0,1,0,2,1,0,0,N,0,324,48,11,Yes,2417549
24714,42,100,1,S,F,M,3,Y,75,100,45,118000,W,8,A,0,0,165.67,0.9,7,11,A,0,3,1,1,1,5,0,0,0,N,0,60,37,11,No,2417549
6522,70,100,7,S,F,M,3,N,15,25,45,158000,R,5,O,4,6,189.47,0.75,9,86,3,0,0,0,3,0,3,0,0,0,N,0,505,89,51,No,2417549
28533,54,100,14,S,F,M,5,Y,0,45,100,94000,R,9,O,0,9,22,1.83,1,72,A,0,1,0,0,0,2,0,0,0,N,0,72,72,59,No,2417549
37594,28,100,13,S,M,S,2,U,35,35,15,106000,U,6,E,0,5,25,1.13,2,34,I,0,0,0,2,0,2,0,0,0,N,0,36,36,22,No,2417549
16739,46,100,11,S,M,S,5,Y,100,100,100,97000,U,8,O,0,15,38,1.58,2,127,A,0,1,0,0,0,1,0,0,0,N,0,137,127,112,No,2417549
36442,57,100,14,S,F,M,4,N,45,35,35,124000,W,3,E,0,1,0,0.64,1,24,A,0,2,0,0,0,2,0,0,0,Y,1,26,26,13,No,2417549
15900,44,100,14,S,F,M,3,Y,45,100,100,96000,W,3,C,0,5,112,1.35,4,52,A,0,2,0,0,0,2,1,0,0,N,0,80,52,37,Yes,2417549
13578,61,100,7,S,F,M,5,Y,100,0,100,130000,H,6,O,5,6,205.44,0.71,13,65,A,0,3,0,1,0,4,0,0,0,N,0,190,65,51,No,2417549
6276,73,100,8,M,F,M,4,N,0,0,25,6000,R,2,E,0,1,30,0.72,4,15,A,0,3,0,0,0,3,0,0,0,Y,1,222,110,87,No,2417549
19137,48,100,14,S,F,M,5,Y,45,100,100,96000,U,2,E,0,4,0,0,1,32,A,1,1,0,0,0,1,1,0,0,N,0,32,32,18,No,2417549
11458,51,100,11,S,F,M,5,Y,65,55,100,205000,W,7,O,0,8,73.97,0.83,8,85,A,0,1,0,1,0,2,0,0,0,Y,2,194,85,59,No,2417549
11511,54,100,14,S,F,M,6,Y,100,45,45,143000,W,3,E,2,0,89.8,0.58,14,8,A,1,2,0,1,0,3,2,0,0,Y,2,300,132,107,No,2417549
32229,60,100,10,S,M,M,2,N,25,0,35,144000,M,1,O,0,9,120,1.41,5,62,A,0,3,0,0,0,3,0,0,0,N,0,75,62,36,No,2417549
12823,62,100,14,S,F,S,3,N,45,35,45,34000,M,5,O,1,9,185.44,0.97,14,104,A,0,2,0,2,0,4,0,0,0,Y,2,215,144,107,No,2417549
31508,46,100,7,S,F,M,3,Y,100,100,65,112000,W,3,E,0,1,0,0.2,1,13,A,0,2,0,0,0,3,0,0,0,N,0,65,65,49,No,2417549
25035,36,100,1,M,F,M,3,Y,45,35,15,87000,B,5,E,3,5,66,0.85,4,30,1,0,1,0,1,0,2,0,0,0,N,0,102,101,53,No,2417549
23239,36,100,1,S,M,M,4,Y,65,100,100,97000,W,4,O,1,13,42.94,0.79,2,124,2,0,0,0,2,0,2,0,0,0,N,0,126,126,102,No,2417549
40793,25,0,1,S,F,S,2,Y,100,15,15,29000,M,2,O,0,7,19,0.79,1,115,2,0,0,0,1,0,1,0,0,0,N,0,117,117,92,No,2417549
12999,73,100,1,M,F,M,3,N,15,0,35,112000,W,6,E,4,3,158.63,0.74,10,28,A,0,4,0,1,0,5,0,0,0,Y,1,126,28,15,No,2417549
5729,59,100,1,S,F,M,3,Y,75,100,100,45000,W,5,A,6,1,93.97,0.41,8,1,A,0,4,0,1,2,4,0,0,0,N,0,142,18,5,No,2417549
6724,72,100,1,S,M,M,3,Y,0,0,25,136000,R,9,E,3,10,115.94,0.56,6,93,L,0,2,0,0,0,3,0,0,0,N,0,94,91,21,No,2417549
17093,48,100,4,S,M,M,4,N,0,0,35,53000,B,2,O,0,6,54.92,1.25,2,106,A,0,2,0,0,0,2,0,0,0,N,0,106,106,94,No,2417549
15649,70,100,14,S,F,M,2,N,0,0,35,91000,R,4,C,0,6,22,0.92,1,109,1,1,0,0,1,0,1,1,0,0,N,0,112,112,87,No,2417549
24799,46,100,5,S,F,M,5,Y,15,100,100,198000,H,5,B,0,9,60.97,2.25,2,97,S,0,2,0,2,0,4,0,1,0,N,0,142,142,117,Yes,2417549
32122,54,100,14,S,F,M,5,Y,0,100,100,42500,H,2,O,0,7,0,0.92,0,100,A,0,1,0,0,0,2,0,0,0,N,0,100,100,85,No,2417549
2883,79,100,14,S,F,M,6,Y,35,100,45,27000,R,1,O,0,8,32,0.83,7,92,A,0,1,0,0,0,1,0,0,0,Y,2,312,92,64,No,2417549
3638,50,100,14,S,F,M,6,Y,0,75,100,137500,H,3,E,1,2,89.97,1.14,10,4,A,0,1,0,2,0,3,0,0,0,Y,3,277,97,72,No,2417549
31331,40,100,6,M,F,S,1,Y,100,55,45,45000,M,2,E,0,2,20,0.35,1,87,F,0,1,0,0,0,1,0,0,0,N,0,106,87,35,No,2417549
30660,40,100,6,S,F,S,3,Y,15,100,45,8000,W,2,O,0,7,19,0.79,1,116,1,0,0,0,1,0,1,0,0,0,N,0,118,118,92,No,2417549
11782,50,100,8,S,F,S,1,Y,25,35,75,22000,U,2,B,0,8,51.94,0.54,3,109,0,1,2,0,0,0,2,0,1,0,N,0,108,98,85,No,2417549
35076,18,100,5,S,F,S,2,Y,0,65,75,293000,U,9,O,0,10,17,1.42,1,62,A,0,1,0,0,0,1,0,0,0,N,0,62,62,50,Yes,2417549
33770,38,100,10,S,F,M,6,Y,100,100,100,166000,W,5,E,0,3,0,0.69,0,38,A,0,1,0,1,0,3,0,0,0,N,0,38,38,25,No,2417549
24049,40,100,5,S,F,M,2,Y,65,100,85,143000,U,4,E,1,5,56,0.71,3,26,A,0,2,0,1,0,4,0,0,0,N,0,118,118,81,No,2417549
8095,75,100,14,S,M,M,5,N,45,45,35,52000,U,8,E,0,5,50.94,0.71,3,59,A,0,2,0,0,0,2,0,0,0,N,0,118,118,93,No,2417549
5035,52,100,14,S,F,M,4,Y,65,65,100,139000,W,5,A,4,0,300.87,1.22,16,11,6,0,2,0,5,1,6,0,0,0,N,0,82,82,43,No,2417549
12077,50,100,4,S,M,M,1,N,0,0,0,87500,M,2,E,1,1,19,0.73,2,4,A,0,1,0,1,0,2,0,0,0,N,0,161,126,101,No,2417549
18886,64,100,4,S,F,M,2,N,15,0,15,44000,W,8,O,0,8,0,0.92,0,73,A,0,1,0,0,0,1,0,0,0,N,0,73,73,61,No,2417549
21332,25,100,14,S,M,M,2,N,45,55,35,171000,W,9,O,2,8,26,0.55,2,93,M,0,1,0,0,0,1,0,0,0,N,0,93,93,45,No,2417549
18210,59,100,14,S,M,M,4,Y,45,0,35,52000,M,3,A,0,0,134.97,2.04,3,20,A,0,2,0,0,1,1,0,0,0,N,0,91,42,5,No,2417549
8662,73,100,4,S,M,M,4,Y,100,45,35,119000,H,5,E,1,2,6,0.25,1,18,A,0,1,0,0,0,1,0,0,0,N,0,18,18,5,No,2417549
20775,44,100,1,S,F,S,1,U,35,45,45,72000,U,3,E,0,3,0,0,1,27,A,0,1,0,0,0,1,0,0,0,N,0,27,27,13,No,2417549
41138,47,0,1,S,F,S,3,Y,25,15,100,98000,M,8,O,0,8,0,0.92,0,77,A,0,1,0,0,0,1,0,0,0,N,0,77,77,61,No,2417549
16799,39,100,10,S,F,M,5,Y,65,100,100,116000,M,4,O,0,7,0,0.73,0,97,A,0,2,0,0,0,3,0,0,0,N,0,133,110,97,No,2417549
24758,44,100,8,S,F,M,3,Y,35,0,100,102000,W,8,O,0,7,22,0.92,1,103,A,0,1,0,0,0,1,0,0,0,N,0,103,103,78,Yes,2417549
20618,55,100,1,S,F,M,2,N,35,0,35,5000,M,1,E,0,5,14,1.17,1,33,A,0,1,0,0,0,1,0,0,0,N,0,33,33,18,No,2417549
23271,44,100,10,S,M,M,3,Y,0,65,100,126000,B,3,E,1,9,82.94,0.73,3,71,A,0,1,0,1,0,2,0,0,0,N,0,126,126,101,No,2417549
25891,37,100,7,S,F,M,2,Y,100,100,65,92000,H,6,A,0,5,51,0.4,8,31,A,0,2,0,0,1,2,0,0,0,Y,4,31,31,16,No,2417549
9888,52,100,9,S,F,M,6,Y,100,0,100,188000,W,6,E,1,3,93.91,0.94,5,58,A,0,3,1,0,0,4,0,0,0,N,0,58,58,33,No,2417549
27622,68,100,5,M,F,M,2,N,0,0,0,187500,M,7,E,0,5,66,1.83,1,42,A,1,1,1,0,0,2,1,0,0,N,0,42,42,5,No,2417549
19399,38,100,1,S,F,M,3,U,0,65,45,79000,M,2,O,0,8,0.49,0.04,1,61,A,0,1,0,0,0,1,0,0,0,N,0,61,61,47,No,2417549
37722,54,100,8,S,F,M,4,N,0,45,45,12000,B,2,E,0,3,28.99,0.74,2,33,1,0,0,0,2,0,2,0,0,0,N,0,34,34,9,No,2417549
40846,53,0,1,S,F,S,2,Y,15,0,35,62000,U,3,O,0,6,33,0.92,1,109,A,0,1,0,0,0,1,0,0,0,N,0,109,109,72,No,2417549
31486,52,100,8,M,F,M,3,Y,0,0,0,87500,W,9,B,0,5,26,0.59,1,104,0,1,1,0,0,0,1,0,1,0,N,0,104,104,79,No,2417549
5788,53,100,4,S,M,M,3,Y,35,15,45,89000,W,5,C,2,6,66.69,0.92,4,104,A,1,1,0,0,0,1,1,0,0,N,0,274,104,79,No,2417549
26030,42,100,6,S,F,M,5,Y,25,15,100,141000,R,5,S,3,1,36.49,0.46,3,14,A,1,0,0,1,0,1,0,0,0,N,0,75,75,39,No,2417549
36653,38,100,8,S,F,M,2,Y,100,100,65,140000,H,4,E,0,2,5,0.03,3,7,A,9,2,0,0,0,2,7,2,0,N,0,46,30,17,No,2417549
29655,53,100,5,S,F,M,6,Y,65,100,100,111000,B,7,O,0,11,19,0.79,1,127,A,0,1,0,0,0,1,0,0,0,N,0,127,127,103,No,2417549
35336,48,100,14,S,F,S,3,Y,35,25,45,12000,U,2,E,0,3,56,1.17,1,60,A,0,1,0,0,0,1,0,0,0,N,0,60,60,12,No,2417549
17201,69,100,14,S,F,M,4,N,15,25,45,177000,W,4,E,0,5,95.93,0.86,6,34,A,0,4,0,0,0,4,0,0,0,N,0,236,122,109,No,2417549
7470,51,100,1,S,F,M,2,Y,45,100,100,138000,H,3,O,1,7,61.97,0.86,2,81,A,0,1,0,1,0,3,0,0,0,N,0,99,99,63,No,2417549
34097,32,100,14,S,F,M,1,Y,15,25,25,49000,W,4,E,0,5,34.97,0.97,2,46,A,0,1,0,0,0,1,0,0,0,N,0,72,46,22,No,2417549
13291,59,100,1,S,F,M,3,Y,0,0,35,109000,W,4,E,3,4,113.97,0.89,15,47,A,2,2,0,0,0,2,2,0,0,N,0,372,47,21,No,2417549
27491,44,100,10,S,F,M,6,Y,0,100,100,110000,W,3,E,0,4,97.23,1.31,6,38,A,0,4,0,0,0,4,0,0,0,N,0,135,110,86,Yes,2417549
35519,30,100,5,S,M,M,3,Y,100,0,0,112500,M,9,O,0,4,0,0,1,59,A,0,1,0,0,0,1,0,0,0,N,0,59,59,45,No,2417549
4256,69,100,14,S,M,M,4,N,0,0,0,75000,R,4,E,0,5,104.08,1.04,7,47,A,2,4,0,0,0,4,2,0,0,N,0,107,98,70,No,2417549
31944,48,100,8,S,F,S,3,Y,15,35,100,22000,H,2,O,0,8,22,1.47,1,102,A,0,1,0,0,0,1,0,0,0,N,0,102,102,87,No,2417549
3268,78,100,12,S,F,S,2,N,0,15,35,47000,R,3,A,1,2,255.82,0.76,15,4,A,0,3,0,0,1,2,0,0,0,Y,3,87,60,47,No,2417549
37034,34,100,12,S,F,M,3,Y,100,15,15,27000,W,2,E,0,3,10,0.28,2,29,A,0,2,0,0,0,2,0,0,0,N,0,42,42,29,No,2417549
22735,38,100,10,S,F,M,2,N,0,0,0,62500,W,1,E,1,3,121.94,1.23,7,49,A,0,2,0,0,0,2,0,0,0,N,0,198,89,42,No,2417549
30040,60,100,1,S,F,M,3,Y,15,15,45,84000,W,3,O,0,13,38,0.79,2,150,1,0,0,0,1,0,1,0,0,0,N,0,150,126,95,No,2417549
5676,59,100,1,S,F,M,4,Y,25,15,45,71000,M,4,E,1,3,53.96,0.48,4,53,1,3,0,0,2,0,1,2,1,1,N,0,169,54,17,No,2417549
11583,60,100,6,M,F,M,1,U,35,15,35,93000,W,9,O,3,8,56,0.56,3,112,3,0,0,0,1,0,1,0,0,0,N,0,190,114,78,No,2417549
11700,58,100,8,S,F,S,5,Y,0,0,100,171000,U,2,E,2,1,75.94,0.59,5,21,A,0,1,0,1,0,2,0,0,0,N,0,180,70,31,Yes,2417549
40031,33,0,6,S,F,S,4,Y,45,100,100,106000,W,3,C,1,6,67.97,1.39,4,98,A,1,1,0,1,0,2,1,0,0,N,0,289,131,107,Yes,2417549
5699,61,100,12,S,F,M,2,N,25,0,45,124000,M,5,C,0,14,213,0.79,21,127,A,1,1,0,0,0,1,1,0,0,Y,27,348,127,100,No,2417549
10883,76,100,3,M,F,M,1,N,15,0,35,41000,R,6,A,4,2,251.88,0.88,10,2,4,0,3,0,1,2,2,0,0,0,Y,3,78,78,29,No,2417549
4739,54,100,1,S,F,S,4,N,0,45,45,91000,W,4,E,0,0,75.43,0.12,6,23,A,0,2,1,0,0,3,0,0,0,N,0,312,23,10,Yes,2417549
32546,42,100,11,S,F,M,5,Y,100,100,0,155000,U,6,A,0,2,47,1.96,3,5,A,0,2,0,0,1,1,0,0,0,N,0,92,92,80,Yes,2417549
30379,58,100,8,S,F,S,1,N,0,0,0,30000,H,1,O,0,7,0,0.88,0,103,A,0,1,0,0,0,1,0,0,0,N,0,121,103,85,No,2417549
12417,49,100,14,S,F,M,6,Y,100,100,100,131000,H,4,O,1,10,159,1.37,8,78,A,0,1,0,1,0,3,0,0,0,Y,1,124,78,40,No,2417549
23323,42,100,14,S,F,M,4,Y,75,100,100,188000,M,4,O,0,13,101.94,1.58,6,124,A,0,0,0,3,0,3,0,0,0,N,0,146,124,99,Yes,2417549
37001,29,100,14,S,F,M,5,Y,0,100,0,101000,M,4,E,0,5,30,0.62,2,43,A,0,2,0,0,0,2,0,0,0,N,0,43,43,18,No,2417549
41354,46,0,4,S,F,S,3,Y,25,0,100,22000,B,1,E,0,5,88,1.83,2,52,A,0,1,0,0,0,1,0,0,0,N,0,65,52,17,No,2417549
36962,62,100,14,S,M,M,4,N,45,45,35,18000,W,2,E,0,3,60.01,0.67,4,43,A,0,4,0,0,0,4,0,0,0,N,0,43,43,19,No,2417549
6783,78,100,7,S,F,S,3,N,0,0,35,37000,R,7,O,1,7,82.43,0.92,16,96,2,0,1,0,1,0,2,0,0,0,Y,1,233,101,74,No,2417549
10004,58,100,14,S,F,M,4,Y,45,65,100,159000,W,9,O,3,0,151.94,1,8,74,A,0,1,1,2,0,4,0,0,0,N,0,250,145,117,No,2417549
33420,58,100,6,S,M,S,3,Y,100,0,25,83000,M,3,E,0,4,126,1.31,3,31,A,0,2,0,0,0,2,0,0,0,N,0,77,31,3,No,2417549
34820,46,100,11,S,F,S,4,Y,100,100,100,41000,M,2,E,0,7,66,1.83,1,64,A,0,1,0,0,0,1,0,0,0,N,0,64,64,28,No,2417549
1861,48,70,14,S,F,S,1,N,0,0,0,87500,U,9,E,1,4,204.01,0.86,16,77,1,0,5,0,3,0,8,0,0,0,N,0,133,133,120,No,2417549
13225,64,100,14,S,U,M,2,N,0,0,0,112500,U,5,E,0,1,6,0.78,4,23,A,1,1,0,0,0,1,0,1,0,N,0,34,23,8,No,2417549
14895,58,100,11,S,F,M,4,N,0,0,0,12500,M,2,E,0,3,44,0.92,2,60,A,0,1,0,0,0,1,0,0,0,N,0,80,60,31,No,2417549
14935,68,100,14,S,F,M,2,N,45,55,45,27000,M,2,A,1,2,42.97,0.93,2,7,A,0,1,0,1,1,1,0,0,0,N,0,78,78,42,No,2417549
5425,63,100,14,S,F,M,2,Y,100,100,100,124000,M,3,A,7,5,260.36,0.53,18,35,F,1,1,1,3,1,6,0,0,0,Y,3,161,79,39,No,2417549
36088,57,100,11,S,F,S,2,U,35,25,35,21000,M,4,E,0,3,0,0.58,0,41,A,0,1,0,0,0,1,0,0,0,N,0,52,41,25,No,2417549
25145,31,100,5,S,F,S,1,Y,15,75,75,23000,M,5,O,0,9,22,0.92,1,98,1,0,0,0,1,0,1,0,0,0,N,0,99,99,75,No,2417549
21610,43,100,2,S,F,M,3,U,0,45,45,75000,B,2,E,0,0,29,0,3,21,A,0,2,0,0,0,2,0,0,0,N,0,196,21,8,No,2417549
2258,34,70,2,S,F,S,2,U,0,25,25,57000,U,2,E,0,3,0,0.56,0,26,A,0,1,0,0,0,1,0,0,0,N,0,26,26,13,No,2417549
13413,53,100,14,S,F,M,5,N,25,0,45,85000,M,2,O,0,7,171.84,0.97,11,69,1,0,1,0,2,0,3,0,0,0,N,0,123,87,51,No,2417549
29743,49,100,14,S,M,M,3,Y,0,100,100,187500,W,9,O,0,15,19,1.58,1,125,A,0,1,0,0,0,1,0,0,0,N,0,125,125,113,Yes,2417549
40052,40,0,1,S,F,M,3,Y,0,75,100,12500,M,2,O,1,8,76.97,0.86,3,91,A,0,2,0,1,0,3,0,0,0,N,0,95,95,59,No,2417549
20848,62,100,14,S,F,M,4,Y,45,45,100,88000,B,2,E,0,0,0,0,1,24,A,0,1,0,0,0,1,0,0,0,N,0,24,24,11,No,2417549
723,25,20,4,S,F,S,3,Y,100,15,15,5000,U,1,E,0,3,42,1.17,1,39,A,0,1,0,0,0,1,0,0,0,N,0,39,39,3,No,2417549
35047,77,100,1,S,F,M,2,N,0,0,15,97000,R,3,E,0,4,0,0.83,0,40,A,0,1,0,0,0,1,0,0,0,N,0,62,40,25,No,2417549
6944,71,100,11,S,M,M,3,N,45,55,25,153000,W,4,O,1,7,41,0.85,2,104,1,0,0,0,1,0,1,0,0,0,N,0,120,106,71,No,2417549
40751,43,0,7,M,F,S,3,Y,65,55,100,26000,W,6,A,0,0,48,1.2,1,3,A,0,2,0,0,1,1,0,0,0,N,0,122,122,109,No,2417549
33978,47,100,14,S,F,M,3,Y,0,100,100,42500,H,4,O,0,6,22,0.92,1,73,A,0,1,0,0,0,1,0,0,0,N,0,73,73,49,No,2417549
28327,44,100,1,S,F,M,5,Y,0,0,100,55000,W,3,O,0,5,0,0,1,59,A,0,1,0,0,0,2,0,0,0,N,0,257,59,46,No,2417549
36065,53,100,11,S,F,M,5,Y,55,75,100,145000,U,3,E,0,4,103,1.81,3,26,A,0,3,0,0,0,3,0,0,0,N,0,52,52,17,Yes,2417549
38678,31,100,6,S,F,M,3,U,45,35,25,92000,W,6,E,0,0,0,0,1,20,A,0,1,0,0,0,1,0,0,0,N,0,20,20,6,No,2417549
32219,75,100,8,S,F,S,3,Y,100,100,100,64000,H,6,O,0,9,24,0.67,1,98,F,0,1,0,0,0,2,0,0,0,N,0,98,98,74,No,2417549
